"orf","chr","gene","geneflag","WtMean","MutMean","WtMean2","MutMean2","fold.mut.by.wt","p","p.paired","chr.combimatrix","start","end","strand","chr2","loc","sd.wt","sd.mut","sd.mut.vs.wt.ratio"
"orf19.634","ChrR","","1",198.437560817058,255.162048594858,163.880105020874,164.146891253987,0.92289099527027,0.300078260351362,0.328079747588658,"ChrR",1076415,1075546,"C","R",1075980.5,44.1314348437004,40.5688011821862,0.0905092097617618
"orf19.5391","Chr3","RSE1","1",293.208004122818,434.521652648681,280.671080872794,276.581874569337,0.985430610482771,0.628614102107313,0.67084833169389,"Chr3",109086,112745,"W","3",110915.5,152.263379505181,46.5645821724797,1.65799148900668
"orf19.3443","Chr6","OYE2","1",1245.09691115499,2719.21257925573,1459.83323784609,1770.55957272687,1.21285056869868,0.101867213062347,0.147187587412149,"Chr6",282372,281161,"C","6",281766.5,200.439689877811,369.658420968344,0.299248305109872
"NC-plant-3",NA,NA,"0",189.175463803186,253.764699381079,148.747978734308,162.591261642635,1.00642154276972,0.277655933983054,0.315068607159884,NA,NA,NA,NA,NA,NA,48.9047774461021,47.488990477989,0.101822522769345
"NC-SP-phage-08-9",NA,NA,"0",204.578905126432,240.602818782916,167.892456189548,154.054070053822,0.864547384015812,0.315600196324211,0.348877333436411,NA,NA,NA,NA,NA,NA,81.5110573008584,39.3391386886306,0.147054552451222
"NC-SP-phage-08-10",NA,NA,"0",294.710719936446,432.567918689422,281.602269636426,283.648340463275,1.00726581795484,0.670503672033249,0.73411341936671,NA,NA,NA,NA,NA,NA,135.827459085164,69.9077066588543,1.56620882420524
"NC-SP-phage-08-13",NA,NA,"0",215.963925341648,279.395004420866,181.502242240433,175.215029158474,0.939270523043835,0.290609325297144,0.324148549185595,NA,NA,NA,NA,NA,NA,91.8479610535911,55.5429594649712,0.113185454916303
"orf19.7409","Chr3","MRPL39","1",451.588215676237,1064.29351773289,477.337414263087,626.451162016029,1.31238646562651,0.202439996758723,0.209480113068568,"Chr3",1425343,1425990,"W","3",1425666.5,164.874639546596,194.178570560046,0.857634429442876
"orf19.6636","ChrR","","1",539.364658607172,960.76106190326,618.551890305615,668.244639725753,1.08033723637250,0.675868216321438,0.59704117014072,"ChrR",1222091,1221096,"C","R",1221593.5,223.452089164257,221.864353775157,0.459666570576619
"orf19.7094","Chr7","SNF32(CG13C)/HGT12","1",454.971527376133,655.371674931022,473.075722804609,405.646838310605,0.857467037001488,0.49267078415757,0.478666376271047,"Chr7",41587,43167,"W","7",42377,170.867472692537,112.791022581075,0.451062515105882
"orf19.390","Chr1","CDC42","1",3159.33618999976,7074.67897709016,3746.84994109302,4277.14668679382,1.14153135408089,0.655542994995162,0.486691761575437,"Chr1",1857493,1856918,"C","1",1857205.5,2522.72594210326,2602.16431269973,0.549766267983694
"orf19.4072","Chr2","HYR10/IFF6/HYR1-12","1",832.152147610405,1407.98749951499,937.352573684517,891.926077730766,0.951537450017137,0.990370702426337,0.981814729910132,"Chr2",1869201,1865941,"C","2",1867571,428.383254466766,287.037619605654,0.377469013440239
"orf19.2335","Chr1","","1",895.282272325376,1961.40184919094,1050.56113109882,1241.07081808197,1.18134088664016,0.274645759605166,0.185536737342549,"Chr1",2398408,2396918,"C","1",2397663,375.754393997928,232.387582047395,0.511004773127486
"orf19.2850","ChrR","","1",1159.04322975875,2108.15653357532,1434.18544947036,1384.35881029635,0.965257882659166,0.89541772492562,0.894242366907626,"ChrR",672977,678733,"W","R",675855,409.670453255345,312.175664940008,0.405702696804984
"orf19.5457","Chr3","","1",1074.70620876905,2252.67332317310,1282.21838434484,1443.10006495497,1.12547135696571,0.510865989079095,0.244028478004013,"Chr3",22687,21254,"C","3",21970.5,428.07134138339,418.954849350706,0.333602351965111
"orf19.2985","Chr1","","1",394.333799241694,910.209719701553,426.985806539491,630.596558220053,1.47685601854246,0.342704338219959,0.367578831147092,"Chr1",615283,614765,"C","1",615024,220.789978436059,195.590152452072,1.42129971146268
"orf19.4006","Chr5","PAN5","1",308.956329124092,439.345168846076,309.131422816162,290.881647363822,0.94096434685906,0.633680386884846,0.655823740947666,"Chr5",1130335,1131393,"W","5",1130864,186.314070025898,52.0677782326102,2.74655363244325
"orf19.1955","Chr5","SHR5","1",317.41935102311,428.2302379512,312.402776509515,285.997180331385,0.91547579546776,0.841392791474113,0.840282008266412,"Chr5",266079,266809,"W","5",266444,171.357250710155,64.0648384290435,1.03812521373170
"orf19.1804","ChrR","","1",1094.54048292149,1731.68878541498,1311.25449303864,1156.06281002852,0.881646405153211,0.744241270929348,0.479595019778024,"ChrR",1064664,1065752,"W","R",1065208,609.6396574495,497.912165587307,0.326045531054186
"orf19.7662","ChrR","RTT103","1",510.839183225526,1182.09014066444,563.193546629046,741.805572940504,1.31714146474250,0.524503370637152,0.303185687058143,"ChrR",2272173,2271166,"C","R",2271669.5,336.907175782096,502.725423971946,1.02970104440152
"orf19.4395","ChrR","AIP1","1",897.671918767507,1755.43101869395,1006.60060768280,1069.04084104920,1.06203079244125,0.827190629720088,0.67294429289034,"ChrR",783893,782052,"C","R",782972.5,458.862820521862,488.977080508354,0.428956056298871
"orf19.5107","Chr1","NOT5","1",894.027411172715,1564.70437034230,1065.20962627759,1038.51828572453,0.974942640495724,0.909365065109504,0.85448102613164,"Chr1",1820291,1822279,"W","1",1821285,555.74226762469,378.278490089635,0.604656152201813
"orf19.4589","Chr4","CBP2","1",437.797345928925,864.162076735875,465.070665517521,551.02162564982,1.18481268870539,0.520438145309025,0.468994526984041,"Chr4",409046,410479,"W","4",409762.5,266.293535966536,272.221599479398,2.9417309475599
"orf19.2521","ChrR","","1",533.651169625569,811.580148287385,561.631238751199,481.106339256832,0.856623182724993,0.39851581177417,0.209882578322086,"ChrR",327537,330471,"W","R",329004,171.970659407569,208.663254922015,0.334283460669122
"orf19.5522","Chr6","","1",515.909694107062,1543.18654893201,599.774493889889,1006.53550254392,1.67818990770339,0.223108520313075,0.248767994619558,"Chr6",522455,522003,"C","6",522229,307.749533512529,107.579096621620,1.63567938987294
"orf19.4730","Chr1","","1",248.885065227170,438.899568771620,223.773989100725,284.167564762413,1.26988648638025,0.487641148525681,0.538021398335558,"Chr1",1901612,1902396,"W","1",1902004,176.921716802962,56.6734730351948,5.44330942686301
"orf19.6752","Chr3","RSM10","1",982.992837420696,2105.65416996293,1151.32578552006,1229.11087050329,1.06756131579916,0.841282363209463,0.805944472594726,"Chr3",1696168,1695464,"C","3",1695816,351.204471650389,464.480956739216,0.462034270819356
"orf19.2640","Chr5","FUR1","1",1470.75905598989,2716.21735733011,1867.92594900459,1811.12278695881,0.969590249508523,0.842878356770359,0.504815356805652,"Chr5",766948,766292,"C","5",766620,1198.73628746950,1245.19189126643,0.306544453336007
"orf19.5894","Chr3","","1",246.237574207402,358.548193400167,214.871212949474,225.324375810075,1.01321112263557,0.480486649656807,0.482278062550187,"Chr3",925543,923839,"C","3",924691,127.50786789688,130.522254382686,1.12652325856277
"orf19.5160","Chr7","SAP190/YJL098","1",621.736862880012,814.671419098143,661.821026811768,500.452332880545,0.75617472489716,0.779352978890983,0.643404537300801,"Chr7",653632,656217,"W","7",654924.5,464.533397649726,247.964620572297,0.809015729338432
"orf19.2895","Chr4","VMA8","1",666.840451316177,1751.41352552469,806.73432556198,1207.22668181635,1.49643648914453,0.575210906200535,0.320126692803473,"Chr4",1420734,1419931,"C","4",1420332.5,575.282109807089,1049.89280842692,0.856015892637833
"orf19.951","Chr5","","1",509.570291777188,616.643837156995,595.774347570229,460.076667222497,0.77223309311461,0.583739473249031,0.206959904905623,"Chr5",72101,71613,"C","5",71857,333.042219587077,333.600836232337,0.197786509789706
"orf19.1004",NA,"","1",177.046861184792,218.167282430213,133.570203366748,138.892592081393,0.910729381367692,0.544108314918582,0.566527924556432,"Chr1",NA,NA,NA,NA,NA,60.0601695476857,30.3229493350775,0.126085491157786
"orf19.1239","Chr4","","1",522.202326721255,542.762756420961,590.009863364342,386.618424292326,0.651861596312301,0.775006229732637,0.738950594619685,"Chr4",1219073,1218087,"C","4",1218580,440.546383190944,325.310564377224,0.230511628694828
"orf19.7666","ChrR","SEO3","1",444.829212454212,897.998768749903,461.941603711034,553.029846492429,1.19718562270562,0.299809023366631,0.317545865060097,"ChrR",2274371,2275942,"W","R",2275156.5,193.051575638710,147.966509437568,0.696086939067413
"orf19.3422","Chr6","FMP27","1",1087.80227674624,1650.63253694027,1294.11940676601,1063.40271036164,0.821719158836409,0.409313152475703,0.185091981173526,"Chr6",348071,340365,"C","6",344218,474.914705426971,391.555152535739,0.256518183397831
"orf19.3577.1","Chr2","COQ5","1",1099.82220733936,2420.65552800523,1358.98217130433,1482.55977228117,1.09093393834463,0.758268923602253,0.80743911171726,"Chr2",1121926,1121672,"C","2",1121799,404.689825762888,557.823175934389,0.668596781421343
"orf19.2864.1","ChrR","","1",662.881982531483,1050.78093235409,749.434655513471,644.968056981954,0.8606061278819,0.337958074205537,0.395079658984226,"ChrR",693538,692738,"C","R",693138,168.836655082356,155.167819315661,0.414828609232573
"orf19.4203","Chr6","NDC1","1",447.504622520049,864.286811607932,468.428467276347,545.123315203104,1.16372798257265,0.344561300400831,0.430709625231101,"Chr6",101858,103846,"W","6",102852,203.082984431356,123.876920554726,0.914547737198292
"orf19.2094","Chr2","PDR6","1",660.464004839685,1151.38760348333,785.30616322681,760.944512138495,0.968978148613766,0.959343217831348,0.939417898171434,"Chr2",50262,53276,"W","2",51769,431.444114790494,372.473957591442,0.660012609275034
"orf19.6481","Chr7","YPS7","1",326.283679468344,537.523418958537,321.376999592033,345.387840416242,1.0747123809566,0.531739397244515,0.488484233064745,"Chr7",497857,499962,"W","7",498909.5,188.817315462939,121.536450908422,2.09785384419978
"orf19.1334","Chr7","","1",300.741149836688,449.692366831092,280.819176522483,274.134280749914,0.976195016824169,0.858078230392119,0.868867299209829,"Chr7",751279,749315,"C","7",750297,151.37792781549,100.552702468833,1.27655124305165
"NC-plant-4",NA,NA,"0",181.477556208160,250.305291854747,138.361652752274,158.856082773743,1.01257612133706,0.287662665719976,0.339778498765793,NA,NA,NA,NA,NA,NA,69.9453958813257,75.45859154026,0.0943239460836265
"NC-SP-phage-06-1",NA,NA,"0",251.956486042693,332.382010917618,227.350266350203,217.32093765336,0.95588600419146,0.619650222203866,0.682883404416344,NA,NA,NA,NA,NA,NA,140.463050541633,53.6332520405886,2.55149757077359
"NC-SP-phage-06-8",NA,NA,"0",227.489295187571,322.978611655711,197.347689103272,209.204410785952,1.05362151394190,0.346759636719350,0.387003569874257,NA,NA,NA,NA,NA,NA,129.333507936218,62.7805988340372,4.79747104204034
"NC-SP-phage-06-14",NA,NA,"0",287.967514387206,424.777258890797,297.108649740685,298.112150576468,1.00337755510201,0.401913204852653,0.402900192535955,NA,NA,NA,NA,NA,NA,227.228153177412,96.5514213836056,15.6594523130257
"orf19.3320","Chr1","","1",180.717285587975,222.925066312997,141.960212155119,142.528786404372,0.865496693819033,0.557914582141042,0.579135268854204,"Chr1",258999,259352,"W","1",259175.5,44.2728606311749,29.9936915647465,0.0888570675876348
"orf19.3147","Chr2","","1",574.970349170894,1270.61594260069,675.822658987594,899.013178930139,1.33025012845366,0.339039126236349,0.199819487612458,"Chr2",1387019,1386279,"C","2",1386649,405.992018727809,539.380760564681,0.726170280848792
"orf19.1405","Chr2","PHO13","1",276.449569020917,413.246621504482,262.118268288579,260.095017468165,0.99122204574981,0.453082150615182,0.462372526176005,"Chr2",1940949,1941914,"W","2",1941431.5,128.909110187798,93.717114444744,1.14881966599782
"orf19.462",NA,"PRP12","1",253.551076796766,342.10010725498,228.548989206636,213.292595048540,0.925829027072141,0.458697333547691,0.464547520860144,"ChrR",NA,NA,NA,NA,NA,134.658427987612,57.3231894937264,1.32648933155485
"orf19.7381","Chr3","LYS145","1",337.939362386958,448.757195385342,334.58645591318,284.045092855650,0.84894378668261,0.963055414502077,0.962856940352849,"Chr3",1362637,1364511,"W","3",1363574,191.505979219586,72.5144021217903,1.09597066118999
"orf19.5982","Chr3","RPL18","1",21377.7993391968,43712.8779108193,27100.9550844515,27439.0160755177,1.01247413569052,0.92178968304924,0.852495801788772,"Chr3",1097696,1096677,"C","3",1097186.5,6792.54053125483,7105.45843315845,0.203796599191301
"orf19.5949","Chr3","FAS2","1",6695.042630338,18314.9520712701,8218.70716391787,11385.2336113321,1.38528279256816,0.266431250327822,0.0325470518174055,"Chr3",1036402,1030748,"C","3",1033575,2791.10029792578,4110.40076923522,0.351782863662330
"orf19.1840","Chr1","","1",3456.02419454915,7277.5409365035,4163.25529657239,4398.95778218218,1.05661494883675,0.683964611390572,0.65146948036345,"Chr1",2373570,2369793,"C","1",2371681.5,1424.56622601805,1172.72273326513,0.387030712176161
"orf19.3047","Chr1","SIP3","1",481.671829607174,803.979967977232,509.800906803114,506.206803365047,0.992949986180673,0.90272646532862,0.916222546554446,"Chr1",726818,723189,"C","1",725003.5,156.362300416195,96.766672735546,0.475884652302463
"orf19.7285","ChrR","","1",1570.2673992674,2827.32701794827,2006.00504642884,1923.92147416364,0.95908107389295,0.774088842381838,0.621843389334301,"ChrR",1909496,1908399,"C","R",1908947.5,798.91132475436,927.487371074968,0.318670664594271
"orf19.4746","Chr1","JIP5","1",940.442355058734,1557.42607111231,1084.29931155385,966.776313902665,0.89161387782976,0.88367978297089,0.685532685533902,"Chr1",1930761,1929133,"C","1",1929947,726.899465130527,656.274571841474,0.444191615564886
"orf19.4016","Chr5","COR1","1",5142.11949413764,6953.80000232677,6409.83732010415,4475.23010901824,0.69818154276426,0.160725779535698,0.029998362813794,"Chr5",1146296,1144977,"C","5",1145636.5,2860.16795688061,1092.79016926076,0.170858425836973
"orf19.349","Chr3","NCA2","1",496.537774725275,851.921480037406,527.629415059093,509.758702701587,0.966130181814247,0.895972447027962,0.820860102824065,"Chr3",750605,748500,"C","3",749552.5,375.583783811779,314.058776011626,1.17669085726132
"orf19.4121","Chr2","TES1-4","1",702.203985178463,1381.96693027405,795.42464954244,843.205766762835,1.06006994785475,0.98012270013045,0.95152343137344,"Chr2",1222597,1221443,"C","2",1222020,558.242248810811,761.120973994625,0.625219560220246
"orf19.2343","Chr1","STP22/VPS23","1",533.310295383685,885.00873176531,596.737681730506,583.009776678882,0.976995075940547,0.994532951520482,0.989632784305079,"Chr1",2386894,2388342,"W","1",2387618,343.911292379745,319.106605696110,0.529609542893521
"orf19.7136","Chr7","SPT6","1",1430.56847897263,3101.97321428571,1781.20771374990,2073.14613698738,1.16389914605909,0.828353122339845,0.581561133210839,"Chr7",934924,939129,"W","7",937026.5,961.9540273116,1377.21420684717,0.407153856700839
"orf19.2783","Chr1","PIR32","1",1777.51444676014,3877.99267842462,2177.16014944942,2585.08931111132,1.18328350089742,0.642447316170029,0.443367427850538,"Chr1",1648938,1647664,"C","1",1648301,2395.13659098005,2903.63144464399,0.412981464211066
"orf19.661","Chr1","KRR1","1",1495.14015808753,2591.19852961508,1724.50937529553,1485.32852318822,0.861304985908632,0.88520668527519,0.689761915257823,"Chr1",2504229,2505305,"W","1",2504767,1414.58611118174,1215.21250270133,0.449049279917977
"orf19.7115","Chr7","SAC7","1",784.396918299092,2035.36763452065,896.936738993469,1310.65825879165,1.46126053467545,0.124551544678584,0.0791926367457779,"Chr7",9430,7583,"C","7",8506.5,367.802819967877,495.768938627744,0.699489611980959
"orf19.4375.1","ChrR","","1",1972.57892326971,5216.74683434382,2433.92167476843,3277.35445672217,1.34653242571332,0.0977578134584835,0.0969919284384409,"ChrR",840816,840289,"C","R",840552.5,371.039036079688,1036.06177279955,0.44873727547799
"orf19.871","Chr2","","1",1391.48132377336,2195.44652958676,1703.56401226006,1390.56115209353,0.81626586502536,0.375398573086477,0.288306663972511,"Chr2",728419,731478,"W","2",729948.5,626.827845902118,311.575750288876,0.353318122838651
"orf19.3871","ChrR","","1",268.444915591655,394.051270417423,252.047465711251,247.588640202038,0.982309580075995,0.721709686951772,0.764130426051806,"ChrR",1321406,1320990,"C","R",1321198,176.696428353488,63.0987735691822,3.06929942023104
"orf19.5516","Chr6","SRP72","1",880.813210634898,1571.64462604345,1013.92683209110,981.950732496326,0.968463109385491,0.885389220547044,0.737647776223623,"Chr6",511207,513114,"W","6",512160.5,699.844722263259,579.341866870325,0.689177215301013
"orf19.4492","Chr2","EBP2","1",1228.24212138436,2838.34865068189,1408.82557381547,1686.53796125543,1.19712332924781,0.830300549976114,0.281184564038109,"Chr2",956922,958202,"W","2",957562,874.916863854038,1253.00149452009,0.257886288884179
"orf19.2149","Chr6","","1",550.403248949075,899.895114942529,634.266806330888,594.028858874224,0.936559903411258,0.947155449896407,0.946699972378374,"Chr6",1015771,1013498,"C","6",1014634.5,244.662493255155,106.647908148821,0.510379963226645
