orf,chr,gene,geneflag,WtMean,MutMean,WtMean2,MutMean2,fold.mut.by.wt,p,p.paired,sd.ratio
orf19.6559,Chr7,,1,975.39,2295.86,1164.56,1552.81,1.33,0.19,0.12,0.47
orf19.1971,Chr5,,1,979.41,1271.84,1155.03,873.43,0.76,0.69,0.61,27.91
orf19.6508,Chr7,,1,469.75,930.64,515.75,601.15,1.17,0.65,0.55,3.21
orf19.2034,Chr2,,1,290.99,364.21,310.97,259.66,0.84,0.64,0.64,17.15
orf19.7473,ChrR,,1,494.8,955.17,542.64,618.96,1.14,0.35,0.38,0.76
orf19.231,Chr3,APL2,1,679.03,1226.82,774.62,801.75,1.04,0.83,0.8,0.44
orf19.2185,Chr2,NSA1,1,778.83,1559.14,900.71,987.93,1.1,0.76,0.7,0.55
orf19.6921,Chr7,RRN5,1,493.09,720.42,529.71,453.01,0.86,0.52,0.6,0.68
orf19.6710,Chr3,,1,1722.67,3514.78,2098.4,2228.65,1.06,0.91,0.66,0.39
orf19.1400,Chr2,COPS2,1,504.15,815.93,544.44,533.03,0.98,0.93,0.9,0.75
orf19.1818,Chr?,,1,258.38,351.61,232.06,219.96,0.94,0.5,0.52,7.75
orf19.1957,Chr5,CYC3,1,1499.29,2748.21,1974.98,2075.54,1.05,0.97,0.94,0.35
orf19.5764,Chr6,SKI8,1,696.37,1414.79,787.01,853.49,1.08,0.61,0.62,0.45
orf19.3207,Chr5,CCN1(CLN1)/CCN1/CLN1,1,360.67,433.46,345.93,258,0.75,0.29,0.22,0.47
orf19.2269,Chr2,,1,486.75,1027.33,570.89,678.26,1.19,0.41,0.24,1
orf19.6534,Chr7,CRN1,1,993.02,1550.69,1156.56,937.37,0.81,0.31,0.17,0.3
orf19.2232,Chr2,RPL11,1,18273.99,40814.33,23319.62,24297.75,1.04,0.89,0.85,0.4
orf19.2763,Chr4,,1,485.02,842.35,537.98,546.78,1,0.54,0.51,2.98
orf19.4381,ChrR,VTC2/VTC3,1,596.61,930.7,643.48,558.53,0.87,0.62,0.56,0.57
orf19.5061,Chr1,ADE5,1,2202.36,3323.88,2597.34,2213.56,0.85,0.82,0.45,0.31
orf19.7420,Chr3,MED6,1,730.1,1758.77,850.64,1148.78,1.35,0.07,0.06,0.5
orf19.492,ChrR,ADE17,1,3388.61,6422.96,4132.3,4092.24,0.99,0.97,0.95,0.2
orf19.22,Chr2,,1,372.5,710.01,398.55,469.61,1.18,0.37,0.32,1.78
orf19.1325,Chr4,ECM37/ECM38,1,4906.24,4495.5,5760.91,2658.24,0.46,0.09,0,0.12
orf19.38,Chr?,,1,296.09,432.72,295.27,294.63,1,0.74,0.78,2.22
orf19.3553,Chr2,RPF2,1,2091.72,4994.92,2563.22,3114.19,1.21,0.14,0.02,0.18
orf19.1234,Chr4,FGR6-10,1,1043.01,1505.71,1099.61,830.53,0.76,0.38,0.14,0.29
orf19.7529,ChrR,EPL1,1,1494.48,2176,1741.65,1372.34,0.79,0.93,0.82,1.24
orf19.5200,ChrR,SIT4,1,1987.75,3340.9,2350.74,2222.5,0.95,0.99,0.97,0.37
orf19.6766,Chr3,NOP13,1,1620.07,3280.46,1980.59,2065.71,1.04,0.71,0.7,0.26
orf19.6591,Chr2,PCD1,1,645.79,1071.72,714.05,657.9,0.92,0.6,0.5,0.23
orf19.6908,Chr7,FOL3,1,310.95,575.93,305.44,374.44,1.23,0.27,0.31,1.52
orf19.3806,Chr4,DCR1,1,401.19,954.23,447.02,629.77,1.4,0.33,0.28,12.1
orf19.3521,Chr2,ARH2,1,819.42,1371.64,951.6,885.1,0.93,0.95,0.89,0.57
orf19.7011,Chr7,RRP12,1,1796.78,4475.99,2084.12,2623.46,1.26,0.34,0.23,0.49
orf19.482,ChrR,RPT4,1,1964.08,4311.11,2298.5,2625.94,1.14,0.55,0.2,0.55
orf19.2544,ChrR,PRH2,1,504.85,934.15,570.25,604.59,1.06,0.71,0.68,0.64
orf19.4479,Chr1,,1,832.46,1623.23,927.78,1004.79,1.08,0.87,0.65,0.95
orf19.5232,Chr1,CSI2,1,1147.19,2609.72,1365.33,1565.71,1.15,0.46,0.16,0.47
orf19.6039,Chr1,SED5,1,996.21,1912.83,1168.79,1294.18,1.11,0.7,0.67,0.37
orf19.7187,Chr7,MAM33,1,1913.72,4737.61,2255.81,2691.99,1.19,0.72,0.27,0.75
orf19.3678,Chr1,,1,1262.29,2141.25,1568.33,1540.79,0.98,0.76,0.59,0.28
orf19.1137,Chr1,CDC8,1,611.64,1138.53,673.43,689.91,1.02,0.96,0.92,0.7
orf19.4864,Chr1,YJU3,1,900.18,2315.59,1056.82,1437.57,1.36,0.57,0.28,1.86
orf19.426,Chr1,,1,640.87,1064.62,709.54,691.77,0.97,0.99,0.98,0.45
orf19.5180,Chr7,PRX1,1,13376.2,27951.98,17392.86,17983.78,1.03,0.76,0.28,0.3
orf19.388,Chr1,CAF16,1,926.76,1893.42,1105.21,1293.1,1.17,0.73,0.48,0.81
orf19.7080,Chr7,LEU2(LEU3)/LEU2,1,1228.41,4309.7,1500.13,2693.37,1.8,0.4,0.07,1.1
orf19.1635,Chr3,RPL12,1,15596.6,36284.15,19715.22,21743.57,1.1,0.96,0.91,0.38
orf19.1185,Chr6,,1,1001.31,2042.03,1252.07,1429.17,1.14,0.58,0.44,0.44
orf19.1582,Chr2,HOL5,1,1770.43,2578.86,2307.95,1680.02,0.73,0.97,0.94,1.68
orf19.3667,Chr1,KIN32,1,281.55,414.04,269.26,258.43,0.96,0.59,0.63,2.34
orf19.3242,Chr2,TAF25,1,1082.07,2224.01,1345.18,1494.19,1.11,0.81,0.49,0.39
orf19.162,Chr?,,1,234.93,387.49,215.54,256.1,1.18,0.48,0.49,73.45
orf19.5053,Chr1,ECO1,1,263.26,427.62,247.72,269.15,1.08,0.39,0.41,9.8
orf19.3621,Chr2,FLO5,1,230.29,394.48,209.76,267.68,1.25,0.22,0.23,25.34
orf19.3900,Chr5,UGO1,1,815.97,1051.01,918.7,699.37,0.76,0.19,0.18,0.33
orf19.1274,Chr4,,1,435.17,847.61,458.94,520.83,1.13,0.51,0.6,0.95
orf19.1459,Chr2,PPE1,1,525.81,1124.53,584.86,753.4,1.29,0.18,0.24,0.91
orf19.1877,Chr2,,1,333.66,596.43,348.1,392.07,1.13,0.38,0.44,2.29
orf19.2608,ChrR,ADH5,1,11935,31961.4,15947.71,20868.75,1.31,0.27,0.03,0.46
orf19.6276,Chr1,,1,952.42,1777.56,1205.8,1291.48,1.07,0.72,0.51,4.25
orf19.2886,Chr4,CEK1(CAERK1)/CEK1/ERK1,1,1840.34,4477.23,2064.64,2557.91,1.24,0.75,0.17,0.42
orf19.1698,Chr3,APP1,1,424.58,672.05,443.23,435.05,0.98,0.94,0.91,0.99
orf19.5004,Chr1,RAD54,1,526.59,888.74,574.81,546.7,0.95,0.93,0.92,0.67
orf19.6573,Chr7,BEM2,1,885.35,1469.14,986.99,880.65,0.89,0.65,0.24,0.25
orf19.4904,Chr1,ARP6,1,659.13,1516.15,763.83,1034.59,1.35,0.4,0.09,0.49
orf19.7019,Chr7,YML6,1,677.83,2075.1,730.24,1185.3,1.62,0.14,0.02,0.41
orf19.2157,Chr6,DAC1/NAG2,1,1062.99,2237.18,1339.09,1509.88,1.13,0.69,0.2,0.36
orf19.3554,Chr2,AAT1,1,2788.79,5025.27,3477.96,3187.84,0.92,0.77,0.28,0.2
orf19.2681,Chr4,RBT7,1,276.73,425.78,263.46,272.1,1.03,0.45,0.47,6.96
orf19.3988,Chr5,,1,382.45,632.36,428.62,463.19,1.08,0.56,0.45,1.44
orf19.171,ChrR,DBP2,1,3295.24,7934.7,4134.46,5185.57,1.25,0.36,0.09,0.34
orf19.1007,ChrR,KCS1,1,384.54,801.08,396.39,503.45,1.27,0.26,0.3,1.3
orf19.257,Chr3,,1,184.48,213.22,145.78,133.29,0.82,0.57,0.59,2.09
orf19.905,Chr2,AVT7 ,1,2431.25,4481.22,2920.84,2731.88,0.94,0.84,0.7,0.62
orf19.6013,Chr1,TRI1,1,353.8,606.41,354.53,374.74,1.05,0.48,0.44,7.55
orf19.4318,Chr5,MIG1,1,1334.32,1599.55,1597.82,1066.7,0.67,0.05,0.04,0.22
orf19.3590,Chr2,IPP1,1,8071.01,20293.11,10329.15,12250.58,1.19,0.39,0.34,0.45
orf19.61,Chr?,IMP2,1,718.1,989.5,922.13,748.3,0.81,0.68,0.45,0.5
orf19.3413,Chr6,FGR37,1,231.3,303.11,216.49,203.11,0.9,0.3,0.32,5.24
orf19.3767,Chr1,PEP1,1,680.98,1237.92,769.08,780.1,1.01,0.99,0.98,0.38
orf19.1848.1,Chr1,,1,416.94,848.86,456.66,540.45,1.18,0.57,0.68,1.83
orf19.2650,Chr5,MRP10,1,308.53,555.5,306.82,324.42,1.06,0.65,0.69,1.79
orf19.522,ChrR,PIM1,1,639.02,1500.95,697.36,890.47,1.28,0.56,0.47,0.85
orf19.3449.2,Chr6,,1,1292.55,1713.8,1464,1007.64,0.69,0.15,0.03,0.24
orf19.3942,Chr5,RPL43A,1,34630.92,39989.47,44137.8,26704.48,0.61,0.16,0.02,0.19
orf19.7645,ChrR,BPL1,1,261.26,366.91,239.26,228.11,0.95,0.45,0.46,16.83
orf19.7013,Chr7,,1,420.9,706.4,488.84,476.85,0.98,0.6,0.55,1.48
orf19.1422,Chr4,FZO1,1,540.09,1180.27,605.45,764.16,1.26,0.13,0.16,0.6
orf19.6634,ChrR,VMA2,1,1767.79,3232.56,2025.15,1894.95,0.94,1,0.99,0.32
orf19.3557,Chr2,,1,339.27,599.12,351.3,393.48,1.12,0.45,0.53,1.55
orf19.7165,Chr7,,1,194.87,278.36,160.24,174.21,0.99,0.52,0.54,2.99
orf19.646,ChrR,GLN1,1,10509.78,18339.91,12968.67,11278.93,0.87,0.36,0.13,0.2
orf19.3161,Chr5,,1,1261.59,1862.12,1559.7,1338,0.86,0.55,0.23,0.28
orf19.403,Chr1,PCL2,1,1037.57,2208.94,1167.19,1273.48,1.09,0.95,0.93,0.67
orf19.1994,Chr2,,1,288.8,414.53,272.55,257.88,0.95,0.65,0.66,5.61
orf19.4845,Chr1,,1,1470.7,3214.52,1879.26,2216.01,1.18,0.54,0.43,0.38
orf19.6392,ChrR,,1,447.89,970.49,490.57,598.38,1.22,0.47,0.44,7.01
orf19.1491,Chr2,SNU71,1,469.9,774.79,504.84,485.07,0.96,0.84,0.87,0.54
orf19.1715,Chr3,IRO1,1,361.21,653.92,371.6,430.72,1.16,0.38,0.39,1
orf19.1920,Chr2,PIR3,1,668.83,1003.73,788.06,629,0.8,0.99,0.99,1.88
orf19.4777,Chr1,DAK2,1,3024.76,8760.67,3987.62,6053.62,1.52,0.55,0.02,0.4
orf19.6987,Chr3,DNM1,1,998.97,1722.31,1143.49,1093.05,0.96,0.76,0.35,0.28
orf19.6558,Chr7,SEC25,1,809,1392.58,898.79,825.35,0.92,0.75,0.66,0.54
orf19.7600,ChrR,SFA1,1,8838.14,19750.95,12613.1,15265.58,1.21,0.76,0.28,0.27
orf19.2411,ChrR,SYN8,1,406.11,780.71,450.62,538.43,1.19,0.41,0.27,0.93
orf19.4440,Chr1,COG3/SEC34,1,607.49,902.43,645.22,537.8,0.83,0.59,0.33,0.42
orf19.4269,Chr5,,1,665.16,930.87,748.49,627.44,0.84,0.77,0.61,0.47
orf19.3304,Chr1,RRP40,1,930.5,1840.63,1131.76,1222.4,1.08,0.57,0.4,0.27
orf19.144,Chr2,SNU114,1,983.86,1559.31,1146.87,1003.91,0.88,0.9,0.7,0.83
orf19.6506,Chr7,,1,560.92,912.71,602.51,585.86,0.97,0.98,0.98,0.33
orf19.6081,Chr1,PHR2,1,15535.56,30773,18363.08,17274.3,0.94,0.75,0.5,0.36
orf19.6642,ChrR,YIF1,1,1539.59,3252.26,1846.84,2042.99,1.11,0.5,0.17,0.15
orf19.2098,Chr2,ARO8,1,1825.06,4539.38,2219.66,2691.09,1.21,0.57,0.56,0.52
orf19.5527,Chr6,,1,275.67,502.17,260.53,321.43,1.23,0.33,0.4,6.72
orf19.2839,ChrR,,1,1542.74,3022.58,1952.13,2036.36,1.04,0.78,0.54,0.5
orf19.4370,ChrR,,1,2084.08,3633.07,2835.1,2457.44,0.87,0.79,0.71,0.39
orf19.3187,Chr5,HAL9e/ZNC1,1,355.23,567.22,356.29,368.03,1.03,0.75,0.8,1.54
orf19.2434,Chr1,NPL4,1,757.9,1809.08,877.4,1141.31,1.3,0.54,0.24,1.72
orf19.3869,ChrR,,1,2360.7,2708.4,2664.09,1652.82,0.62,0.45,0.22,0.38
orf19.2745,Chr4,UME7,1,339.86,391.82,318.83,255.29,0.8,0.68,0.71,1.76
orf19.4438,Chr1,RME1,1,270.82,412.18,263,266.64,1.01,0.43,0.48,5.08
orf19.4129,Chr5,,1,217.21,249.01,181.15,162.21,0.9,0.67,0.68,5.6
orf19.1427,Chr4,,1,660.46,1024.9,728.79,634.6,0.87,0.39,0.35,0.34
orf19.5874,Chr3,,1,264.3,378.09,240.54,236.28,0.98,0.62,0.66,2.26
orf19.1738,ChrR,RBL2,1,360.78,773.79,377.31,466.63,1.24,0.4,0.34,2.85
orf19.5729,Chr6,FGR17,1,230.79,347.28,197.06,214.22,1.06,0.4,0.42,4.13
orf19.6906,Chr7,ASC1,1,9331.04,16904.28,11820.27,10584.71,0.9,0.56,0.46,0.25
orf19.242.2,Chr3,SAP8,1,1147.23,2075.55,1539.15,1468.59,0.95,0.59,0.44,4.27
orf19.3698,Chr7,,1,508.39,931.94,637.78,699.27,1.1,0.69,0.63,1.92
orf19.6798,Chr3,SSN6,1,1007.1,1486.76,1205.12,975.73,0.81,0.06,0.13,0.23
orf19.52,Chr1,MMT2,1,532.02,818.42,606.62,521.89,0.86,0.99,0.99,0.82
orf19.3817,Chr4,RTS2,1,1103.45,3087.44,1324.48,1949.61,1.47,0.07,0.04,0.66
orf19.2812,Chr3,SNG2,1,350.9,588.7,361.43,387.47,1.07,0.56,0.51,3.56
orf19.1829,Chr1,,1,790.54,1621.39,926.9,1063.95,1.15,0.72,0.78,0.68
orf19.2928,Chr1,,1,435.01,702.26,436.2,435.46,1,0.77,0.66,1.1
orf19.2986,Chr1,,1,277.33,522.02,279.32,378.93,1.36,0.49,0.47,7.79
orf19.5731,Chr6,PAD1,1,262.66,383.25,241.16,242.53,1,0.43,0.43,28.48
orf19.1878,Chr2,MED4,1,775.54,1644.41,952.43,1167.38,1.23,0.69,0.24,0.39
orf19.1969,Chr5,CCW14,1,213.45,294.95,180.43,185.67,0.99,0.28,0.33,7.53
orf19.4966,Chr1,YPR021C,1,1728.67,2303.92,2030.74,1455.01,0.72,0.39,0.07,0.23
orf19.7330,ChrR,PET18,1,212.44,283.12,181.77,176.26,0.92,0.3,0.32,60.31
orf19.3547,Chr2,PUF6,1,836.83,1558.46,950.36,949.72,1,0.79,0.69,0.75
orf19.6922,Chr3,CDC452,1,435.65,577.32,439.8,349.84,0.79,0.62,0.58,2.96
orf19.7097,Chr7,,1,1851.24,5696.19,2286.83,3422.77,1.5,0.05,0.03,0.46
orf19.5943,Chr3,STM1,1,4633.12,11006.85,5902.26,6711.54,1.14,0.93,0.86,0.52
orf19.2285,Chr2,,1,488.17,705.59,536.27,460.6,0.86,0.99,0.98,1.75
orf19.1336.2,Chr7,PUP3,1,3816.76,9483.1,4774.57,5918.91,1.24,0.63,0.09,0.65
orf19.73,Chr6,,1,440.25,643.5,486.88,446.45,0.92,0.98,0.97,0.61
orf19.6057,Chr1,ECM31,1,784.52,1761.14,913.63,1127.47,1.23,0.31,0.08,0.44
orf19.4849,Chr1,STS1,1,1209.76,2312.93,1543.19,1550.31,1,1,1,0.53
orf19.6478,Chr7,YCF1,1,2646.84,5216.1,3239.59,3270.09,1.01,0.94,0.92,0.26
orf19.642,ChrR,SAP155,1,832.86,1313.17,926.27,820.64,0.89,0.57,0.37,0.26
orf19.4112,Chr2,,1,474.48,1003.71,511.87,640.45,1.25,0.33,0.22,1.33
orf19.3980,Chr5,SLH1,1,554.37,635.18,594.78,414.76,0.7,0.28,0.15,0.31
orf19.4665,Chr4,,1,389.71,867.01,429.61,561.22,1.31,0.47,0.59,2.43
orf19.4880,Chr1,,1,181.24,231.59,140.97,144.58,0.9,0.55,0.56,1.99
orf19.795,Chr2,VSP36/VPS36,1,424.18,753.11,438.37,477.7,1.09,0.6,0.58,0.78
orf19.1458,Chr2,TAD2,1,240.47,400.82,216.91,252.87,1.17,0.27,0.32,65.34
orf19.3616,Chr2,ERG9,1,1171.93,2291.63,1334.2,1390.5,1.04,0.73,0.52,0.39
orf19.5426,Chr3,,1,425.04,681.09,457.84,457.99,1,0.71,0.65,2.31
orf19.3001,Chr1,TEM1,1,403.49,654.06,411.82,411.22,1,0.88,0.89,0.63
orf19.5682,Chr5,SRP1,1,928.31,1481.08,1072.54,1030.49,0.96,0.63,0.72,0.39
orf19.974,Chr5,ROT2/GLS2,1,975.67,1230.02,1104.48,838.2,0.76,0.11,0.19,0.39
orf19.4967,Chr1,COX19,1,416.17,890.42,470.97,577.94,1.23,0.31,0.27,2.59
orf19.2369.1,Chr6,ORC5,1,290.79,471.76,275.48,285.03,1.03,0.52,0.52,6.6
orf19.5905,Chr3,,1,590.45,1592.7,647.44,983.27,1.52,0.4,0.08,0.76
orf19.2579,ChrR,MSH4,1,449.43,738.12,475.38,466.03,0.98,0.89,0.86,0.96
orf19.5207,Chr2,DPH1,1,749.08,1359.63,865.81,852.77,0.98,0.85,0.8,0.36
orf19.83,Chr?,OLE12,1,1158.03,2132.47,1429.23,1378.37,0.96,0.9,0.86,0.39
orf19.4093,Chr2,NOP7,1,701.65,1511.7,773.22,877.69,1.14,0.61,0.32,0.3
orf19.1191,Chr6,HRD3,1,383.19,811.73,402.05,552.16,1.37,0.15,0.19,1.08
orf19.246,Chr3,,1,357.48,686.91,357.46,423.26,1.18,0.47,0.44,3.59
orf19.6359,Chr1,SOM1,1,385.7,820.18,414.63,548.62,1.32,0.33,0.3,1.55
orf19.4534,Chr1,,1,1549.29,2980.05,2064.46,2093.39,1.01,0.96,0.92,0.41
orf19.5528,Chr6,MOB1,1,323.37,570.84,320.13,360.35,1.13,0.41,0.5,1.4
orf19.1449,Chr2,,1,1460.94,2844.12,1876.16,1826.47,0.97,0.9,0.9,0.43
orf19.3308,Chr1,STB5,1,799.89,1501.6,960.44,1021.15,1.06,0.81,0.5,0.62
orf19.6742,Chr3,FCP1,1,1192.21,1827.13,1388.34,1213.29,0.87,0.8,0.46,0.45
orf19.5796,Chr2,SHE9,1,553.86,989.19,608.1,601.42,0.99,0.79,0.72,1.02
orf19.3799,Chr4,RTN2,1,1598.47,6156.83,1883.75,3780.28,2.01,0.01,0,0.51
orf19.6309,ChrR,MSS11,1,547.96,846.03,616.31,540.73,0.88,0.95,0.92,0.92
orf19.6146,ChrR,CLG1,1,4648.26,7609.95,6130.47,5076.63,0.83,0.42,0.18,0.35
orf19.7678,ChrR,ATP16,1,9727.94,23902.4,12397.84,15831.8,1.28,0.28,0.1,0.33
orf19.5089,Chr1,EST2/TERT1/TERT2,1,349.58,493.67,354.48,310.8,0.88,0.98,0.99,1.21
orf19.1650,Chr3,TOM6,1,2843.65,6975.39,3703.31,4346.25,1.17,0.42,0.26,0.39
orf19.2423,ChrR,YBR239c,1,443.13,618.27,470.95,399.24,0.85,0.9,0.88,0.9
orf19.6265,Chr1,RPS14/RPS22A,1,21550.9,52094.46,27974.73,33837.16,1.21,0.11,0.16,0.35
orf19.5817,Chr2,BET3,1,632.4,1294.97,738.78,836.58,1.13,0.48,0.28,0.65
orf19.2329.1,Chr1,RPS17B,1,17986.01,32090.34,22865.43,20131.06,0.88,0.7,0.24,0.25
orf19.5627,Chr6,,1,1099.68,2472.11,1259.62,1487.86,1.18,0.6,0.22,0.36
orf19.5431,Chr3,,1,1019.39,1818.47,1145.56,1074.37,0.94,0.86,0.7,0.35
orf19.961.2,Chr5,,1,1780.73,2865.49,2280.54,2030.2,0.89,0.67,0.38,0.3
orf19.4821,Chr1,LIP1,1,489.15,788.58,565.67,550.07,0.97,0.7,0.6,5.7
orf19.652,ChrR,YEN1,1,425.83,750.9,434.67,456.54,1.05,0.83,0.84,0.76
orf19.5409,Chr3,IST1,1,368.12,674.72,394.33,429.55,1.09,0.44,0.4,1.45
orf19.7411,Chr3,OAC1,1,363.77,603.44,358.13,367.92,1.03,0.91,0.91,0.92
orf19.6403,ChrR,RPP2A,1,16163.92,30706.72,20724.99,18783.22,0.91,0.83,0.44,0.31
orf19.4041,Chr5,PEX4,1,2081.35,2811.17,2859,2168.24,0.76,0.61,0.24,0.43
orf19.4604,Chr4,,1,200.33,240.76,162.26,152.78,0.9,0.54,0.57,5.29
orf19.2385,ChrR,KTI12,1,797.8,2150.37,964.71,1396.94,1.45,0.25,0.17,1.12
orf19.3420,Chr6,,1,765.73,1622.57,1000.7,1257.76,1.26,0.69,0.51,0.95
orf19.6751,Chr3,TRM7,1,548.41,1005.82,585.83,595.84,1.02,0.66,0.6,3.64
orf19.2001,Chr2,,1,294.72,497.05,289.84,316.82,1.09,0.39,0.42,3.95
orf19.6692,Chr7,MNN7,1,354.25,472.91,348.36,287.29,0.82,0.67,0.68,0.74
orf19.2351,Chr1,NIT3,1,2196.13,6089.84,2680.35,3697,1.38,0.09,0.15,0.72
orf19.6025,Chr1,,1,985.18,1973.27,1256.01,1358.15,1.08,0.72,0.68,0.64
orf19.3618,Chr2,YWP1/CA1678/FLO1/PGA24/TEP1,1,6779.34,12656.76,8194.75,8329.08,1.02,0.93,0.88,0.39
orf19.645.1,ChrR,VMA13,1,1280.17,2460.35,1587.32,1643.34,1.04,0.92,0.82,0.31
orf19.5260,Chr1,RPN2,1,1473.32,3077.39,1717.09,1810.47,1.05,0.94,0.92,0.35
orf19.6431,ChrR,,1,352.19,639.16,367.83,417.11,1.13,0.38,0.39,1.47
orf19.5234,Chr1,RBD1,1,1417.34,2295.43,1699.69,1444.93,0.85,0.27,0.15,0.25
orf19.4879.2,Chr1,NTF2,1,1969.97,6552.72,2596.72,4125.16,1.59,0.06,0,0.41
orf19.7005,Chr7,MRS512(FRG6),1,284.42,492.03,266.23,301.71,1.13,0.42,0.48,1.84
orf19.3714,ChrR,,1,839.05,1176.58,1014.71,707.29,0.7,0.33,0.3,0.66
orf19.438,Chr1,,1,603.91,1004.52,661.87,639.65,0.97,0.8,0.78,0.27
orf19.3873,ChrR,ARC40,1,2326.07,4654.42,2836.25,2818.73,0.99,0.97,0.96,0.48
orf19.3970,Chr5,,1,469.87,719.41,520.88,504.2,0.97,0.97,0.97,0.62
orf19.7111.1,Chr7,FIS1/SOD3,1,1146.53,3502.48,1409.71,2224.28,1.58,0.01,0.02,0.62
orf19.344,Chr3,,1,561.74,1169,735.84,787.88,1.07,0.33,0.31,10.39
orf19.1073,Chr?,,1,332.19,532.62,334.33,361.08,1.08,0.43,0.41,809.45
orf19.3391,Chr6,ADK12/ADK1,1,5821.4,10991.21,7197.33,6766.05,0.94,0.63,0.41,0.21
orf19.4766,Chr1,ARG81,1,535.53,913.69,614.37,630.55,1.03,0.72,0.61,1.26
orf19.676,Chr1,BIM1,1,472.44,1082.85,503.82,653.76,1.3,0.3,0.19,1.11
orf19.1161,Chr1,PLD1,1,1202,1828.5,1402.27,1111.38,0.79,0.4,0.18,0.33
orf19.5954,Chr3,AMA1,1,285.27,410.87,290.95,279.61,0.94,0.49,0.47,2.41
orf19.1208,Chr?,MRS512,1,486.12,667.19,466.26,386.17,0.83,0.53,0.5,0.38
orf19.3284,Chr2,,1,228.43,318.63,197.47,199.72,1.01,0.58,0.61,15.9
orf19.1680,Chr3,TFP1,1,1507.37,2830.98,1768.89,1809.58,1.02,0.71,0.69,0.34
orf19.7489,ChrR,,1,289.15,504.27,292.19,326.1,1.12,0.56,0.57,5.95
orf19.721,Chr1,,1,569.32,1118.07,650.8,735.28,1.13,0.69,0.51,1.03
orf19.7263,Chr1,,1,1480.9,3543.32,1859.63,2316.09,1.25,0.31,0.05,0.28
orf19.873.1,Chr2,,1,185.69,226.23,144.28,140.76,0.89,0.55,0.56,2.67
orf19.2519,ChrR,NNF1,1,488.84,837.3,535.68,514.64,0.96,0.99,0.99,0.76
orf19.6311,ChrR,,1,6635.61,14286.98,10286.26,10645.07,1.03,0.63,0.47,1.43
orf19.5887,Chr3,NUP85,1,898.16,1515.28,1015.77,960.22,0.95,0.94,0.85,0.58
orf19.7398,Chr3,TSA2,1,14879.29,41030.12,21130.46,27364.88,1.3,0.2,0.08,0.67
orf19.3664,Chr1,HSP31,1,404.84,552.93,484.98,445.72,0.92,0.58,0.55,11.45
orf19.6305,ChrR,GLY1,1,918.46,2312.19,1051.95,1447.15,1.38,0.03,0.03,0.37
orf19.7023,Chr7,,1,221.43,364.34,184.48,217.02,1.12,0.41,0.41,2.54
orf19.6342,Chr1,,1,412,747.11,424.22,447.88,1.05,0.51,0.47,4.83
orf19.3563,Chr2,,1,398.31,554.83,408.94,355.45,0.87,0.79,0.78,0.78
orf19.347,Chr3,,1,626.17,1010.85,750.19,730.96,0.97,0.95,0.93,0.58
orf19.1368,Chr2,,1,450.34,713.24,470.22,457.37,0.97,0.9,0.89,0.69
orf19.5919,Chr3,,1,393.21,553.34,406.19,359.25,0.88,0.77,0.76,4.51
orf19.5125,Chr7,,1,1256.01,2431.84,1547.26,1714.6,1.11,0.83,0.59,0.46
orf19.3380,Chr4,HWP2/PGA8,1,255.23,374.97,238.97,250.13,1.04,0.41,0.42,13.15
orf19.6896,Chr7,,1,310.82,558.47,316.4,347.89,1.1,0.41,0.46,6.96
orf19.3286,Chr2,,1,398.41,783.43,413.13,499.4,1.21,0.28,0.28,0.86
orf19.1018,Chr?,TEL12,1,525.29,917.53,567.43,579.44,1.02,0.98,0.98,0.39
orf19.1075,Chr6,,1,437.95,725.68,474.1,477.98,1,0.53,0.47,4.18
orf19.7608,ChrR,,1,492.29,674.05,562.46,474.21,0.84,0.72,0.7,0.59
orf19.6601.1,Chr2,YKE2,1,351.52,739.97,371.06,466.77,1.26,0.37,0.32,28.38
orf19.2113,Chr2,,1,1615.86,3394.26,1937.64,2149.95,1.11,0.52,0.2,0.23
orf19.5893,Chr3,RIP1,1,12116.96,29179.29,16299.79,20016.52,1.23,0.86,0.55,0.44
orf19.2862,ChrR,RIB1,1,525.87,944.61,576.08,585.72,1.02,0.78,0.75,0.5
orf19.7020,Chr7,KEX1,1,1063.72,2176.36,1313.05,1427.94,1.09,0.83,0.41,0.55
orf19.411,Chr1,,1,2283.73,4206.99,3202.27,3314.6,1.04,0.9,0.73,0.5
orf19.1808,ChrR,,1,281.06,338.95,258.26,206.89,0.79,0.57,0.58,7.83
orf19.1051,Chr1,HTA2(H2A1),1,44642.7,56420.77,58436.85,40610.56,0.69,0.06,0.03,0.22
orf19.6982,Chr3,,1,293.84,476.06,290.57,291.29,0.99,0.45,0.46,6.04
orf19.4031,Chr5,,1,402.98,507.84,430.34,354.39,0.82,0.74,0.73,0.83
orf19.3488,ChrR,,1,624.58,812.49,711.51,511.27,0.72,0.46,0.41,0.81
orf19.1490,Chr2,MSB2,1,928.83,1201.31,1068.93,787.87,0.74,0.01,0.04,0.19
orf19.7412,Chr3,MUB12/MUB1,1,704.74,1053.29,768.15,626.69,0.82,0.54,0.27,0.35
orf19.5755,Chr6,PHO80,1,383.87,681.37,405.73,466.51,1.15,0.5,0.52,1.06
orf19.1806,ChrR,,1,929.93,1521.05,1138.97,1002.61,0.88,0.89,0.78,0.42
orf19.5770,Chr6,OPT8,1,471.14,728.6,518.23,473.41,0.91,0.89,0.9,0.6
orf19.2215,Chr2,GLE1,1,522.22,919.08,590.37,583.73,0.99,0.75,0.73,0.64
