orf,gene,A21_CHROMOSOME,WtMean2,MutMean2,fold.mut.by.wt,sd.ratio,p,p.paired,A21_START,A21_STOP,A21_STRAND,A19_CONTIG,A19_STRAND,A19_START,A19_STOP,CGH Ratio,CGH sd
orf19.2672,NCP1,Ca21chr4,1803.9836,1975.009569,1.094804614,0.348417028,0.784820156,0.255365716,668328,670370,W,Contig19-10158,C,25323,23281,1.058089737,0.101283121
orf19.2671,,Ca21chr4,447.7693902,241.3309845,0.538962667,0.169983973,0.180372432,0.003249668,671384,672727,W,Contig19-10158,C,22267,20924,1.033771022,0.13990629
orf19.2670,,Ca21chr4,436.2852677,601.6151151,1.378948958,0.657565355,0.343766967,0.058898917,673769,672894,C,Contig19-10158,W,19882,20757,1.007580242,0.031793525
orf19.2669,,Ca21chr4,242.1003706,212.4120692,0.878228009,0.325207179,0.99808463,0.972416677,678707,674364,C,Contig19-10158,W,14944,19287,1.301013661,0.350060125
orf19.2668,RHD2,Ca21chr4,11.55864849,44.89078093,1,1.951462078,0.505245415,0.076165247,680277,679360,C,Contig19-10158,W,13374,14813,1.328276555,0.418244478
orf19.2667,RPF1,Ca21chr4,1002.084555,1314.267072,1.311533109,0.101716819,0.032692106,0.00029674,680960,681850,W,Contig19-10158,C,12691,11801,1.027876309,0.090414616
orf19.2665,MSN5,Ca21chr4,405.5930026,405.7725485,1.000442675,0.419712563,0.96039654,0.821864765,682600,686337,W,Contig19-10158,C,11051,7397,1.044872372,0.112359301
orf19.2664,,Ca21chr4,1019.235171,736.4641628,0.722565492,0.312681223,0.177106683,0.105833426,686742,689441,W,Contig19-10158,C,6907,4208,1.03428899,0.104777247
orf19.1440,,Ca21chr4,331.0861341,468.515867,1.415087552,0.388597188,0.474718412,0.02073899,697817,698932,W,Contig19-10118,C,6262,5147,1.013438164,0.061929923
orf19.1439,IPK1,Ca21chr4,378.0707803,362.5938921,0.958640915,28.23568881,0.564836415,0.41587036,699814,700899,W,Contig19-10118,C,4265,3180,0.999915286,0.068738965
orf19.1438,,Ca21chr4,613.8531725,387.8298442,0.63179578,0.311938589,0.186180261,0.048957298,702384,701161,C,Contig19-10118,W,1695,2918,1.028714851,0.046464768
orf19.3362,,Ca21chr4,172.368251,94.5662755,0.549596237,0.292174553,0.208647568,0.047658275,704120,702777,C,Contig19-10174,C,1704,361,1.044092839,0.119920336
orf19.3363,VTC4,Ca21chr4,1764.302901,2459.84328,1.394229573,0.912256077,0.318209936,0.14481288,706651,704522,C,Contig19-10174,C,4235,2106,1.003149566,0.063175631
orf19.3364,,Ca21chr4,2069.464753,2702.336974,1.305814448,0.833749157,0.429060125,0.253716937,707956,707498,C,Contig19-10174,C,5540,5082,1.024374745,0.067230525
orf19.3365,DAO2,Ca21chr4,246.3815264,232.1113973,0.942081173,0.207076538,0.775429804,0.397503363,709745,708588,C,Contig19-10174,C,7332,6172,1.029250215,0.064928605
orf19.3366,CSH3,Ca21chr4,1355.033705,1977.224881,1.459170258,0.59793024,0.344369958,0.233952592,710542,711252,W,Contig19-10174,W,8129,8839,1.047255917,0.057633049
orf19.3366.1,,Ca21chr4,1883.208695,2552.077965,1.35517533,0.449029415,0.257267558,0.182665727,711501,712028,W,Contig19-10174,W,9088,9615,1.055992801,0.080269894
orf19.3367,,Ca21chr4,846.4453225,1074.560605,1.269497954,0.388561733,0.227225689,0.057256638,712422,713297,W,Contig19-10174,W,10009,10884,0.980609063,0.071353729
orf19.3368,,Ca21chr4,657.0691374,641.9488345,0.976988262,0.404535625,0.925851726,0.832279782,713682,713377,C,Contig19-10174,C,11269,10964,1.048854687,0.116902343
orf19.3369,MOH1,Ca21chr4,2354.522174,2127.67398,0.903654255,0.218649816,0.987853017,0.953425035,717306,718097,W,Contig19-10174,W,14893,15684,1.008553684,0.063461131
orf19.3370,DOT4,Ca21chr4,371.425287,299.1596595,0.805436975,0.284497221,0.430523053,0.05973992,721235,719028,C,Contig19-10174,C,18822,16615,1.025681874,0.059452478
orf19.3371,,Ca21chr4,746.6161753,868.2484387,1.162911369,0.193824971,0.488242706,0.086964412,723842,722013,C,Contig19-10174,C,21430,19600,1.013964073,0.058733448
orf19.3373,,Ca21chr4,281.5694129,314.4622775,1.116159059,5.822035725,0.471356982,0.12561248,725966,724095,C,Contig19-10174,C,23554,21683,1.046749818,0.082329371
orf19.3374,ECE1,Ca21chr4,49.24660459,22.59561893,1,0.91983328,0.507862847,0.272549571,727428,726613,C,Contig19-10174,C,25016,24201,1.083987774,0.167057376
orf19.3375,,Ca21chr4,38.50532354,33.61693907,1,0.145475301,0.959653911,0.407241289,731213,730626,C,Contig19-10174,C,28801,28214,1.028043963,0.097751487
orf19.3376,,Ca21chr4,34.16420729,11.24967115,1,9.992336042,0.683644087,0.743139116,733784,733260,C,Contig19-10174,C,31372,30848,0.996678422,0.083720105
orf19.3378,,Ca21chr4,87.39194602,75.92901922,1,0.690606863,0.487872693,0.391625687,735490,734939,C,Contig19-10174,C,33078,32527,1.092256061,0.183710428
orf19.3380,HWP2,Ca21chr4,50.37560788,55.17733347,1,0.433614931,0.929561981,0.580412495,741271,738545,C,Contig19-10174,C,38859,36133,1.051519464,0.122800757
orf19.1327,RBT1,Ca21chr4,42.07164455,59.97735096,1,18.88259027,0.44127032,0.160120917,747433,745268,C,Contig19-10109,W,61661,63805,1.013113422,0.061892146
orf19.1326,,Ca21chr4,221.2038419,256.9314524,1.160639934,0.626408527,0.724243218,0.05466477,750848,752818,W,Contig19-10109,C,58342,56276,1.023973345,0.050995059
orf19.1325,ECM38,Ca21chr4,5536.697847,2488.029289,0.44937061,0.116241179,0.113593035,0.000524816,754731,752971,C,Contig19-10109,W,54339,56123,1.036911321,0.095455094
orf19.1324,RAD2,Ca21chr4,689.313703,518.617845,0.752428255,0.189497133,0.853735407,0.036086411,755390,758362,W,Contig19-10109,C,53704,50732,1.044978961,0.070887976
orf19.1323,,Ca21chr4,308.9757571,253.1090925,0.819187547,0.245185353,0.666042268,0.399199582,758543,760858,W,Contig19-10109,C,50551,48236,0.993038719,0.038603324
orf19.1321,HWP1,Ca21chr4,851.5392206,1169.823794,1.373775589,1.133215351,0.596251617,0.021968473,762939,764843,W,Contig19-10109,C,46155,44251,1.030837315,0.050165885
orf19.1318,,Ca21chr4,285.342391,275.6416764,0.965439341,19.941853,0.542192066,0.352598271,765747,766820,W,Contig19-10109,C,43347,42274,0.996064527,0.044383477
orf19.1317,OSH3,Ca21chr4,421.6743381,444.1756774,1.053361889,0.580122098,0.748900679,0.378902173,769486,766952,C,Contig19-10109,W,39608,42142,1.009005664,0.045411837
orf19.1314,,Ca21chr4,6901.687209,8752.864958,1.268221044,0.336035656,0.996478081,0.976328316,772087,770678,C,Contig19-10109,W,37007,38416,1.054659852,0.09039596
orf19.1313,CDR3,Ca21chr4,981.7615836,491.0379869,0.500329878,0.274874854,0.507860361,0.047167826,774255,773035,C,Contig19-10109,W,34839,36059,1.020727693,0.069379964
orf19.1311,SPO75,Ca21chr4,227.4163774,236.319738,1.039092742,0.225346439,0.996059988,0.928777411,782925,785510,W,Contig19-10109,C,26169,23584,1.048989328,0.101145324
orf19.1310,,Ca21chr4,1.854993031,1.233367226,1,0.136807884,0.899005523,0.363217468,787132,785501,C,Contig19-10109,W,21962,23593,1.054744774,0.084813225
orf19.1309,,Ca21chr4,141.4736815,269.5104189,1.905021599,1.07875892,0.317003015,0.249458535,787968,787555,C,Contig19-10109,W,21126,21539,1.012067529,0.028397315
orf19.1308,,Ca21chr4,1053.72207,925.9899744,0.878780089,0.156012551,0.804541663,0.188343407,788714,790459,W,Contig19-10109,C,20380,18635,1.027807044,0.066874142
orf19.1307,,Ca21chr4,1201.807492,913.7199909,0.760182724,4.470411166,0.806769706,0.487861665,792025,790523,C,Contig19-10109,W,17069,18571,1.058670744,0.104553969
orf19.1306,,Ca21chr4,1536.241163,2374.812685,1.545859297,0.585699681,0.051453049,0.063621835,793544,792534,C,Contig19-10109,W,15541,16560,0.989828166,0.050797929
orf19.1305,,Ca21chr4,271.9623989,222.2442069,0.817800087,0.439368153,0.636722699,0.271445069,795450,794101,C,Contig19-10109,W,13590,14993,0.971416834,0.043614029
orf19.1304,,Ca21chr4,1383.227749,1370.651478,0.990908026,0.299034798,0.759759581,0.672894197,795663,796577,W,Contig19-10109,C,13431,12517,0.992358517,0.053790118
orf19.1303,,Ca21chr4,281.6816947,312.1431986,1.108141581,0.254478161,0.861528411,0.732245886,797872,796688,C,Contig19-10109,W,11222,12406,0.986474844,0.058902181
orf19.1302,,Ca21chr4,25.28663855,1.021207949,1,1.556574608,0.539678733,0.585607601,798828,799478,W,Contig19-10109,C,10266,9616,0.96190276,0.06245772
orf19.1301,,Ca21chr4,3.741630458,7.462947858,1,1.983551007,0.649685712,0.23657136,800217,800711,W,Contig19-10109,C,8877,8383,0.993895906,0.072719939
orf19.1300,,Ca21chr4,622.5747157,512.2567205,0.822583395,17.78515106,0.709625433,0.515565978,802162,800828,C,Contig19-10109,W,6932,8266,0.977599407,0.054785475
orf19.1299,RPN6,Ca21chr4,370.8034301,655.4562852,1.767665108,0.406385322,0.197374411,0.003160262,802437,803744,W,Contig19-10109,C,6657,5350,0.97622597,0.052615683
orf19.1298,NUP84,Ca21chr4,833.9430736,571.2187685,0.684961344,0.449666363,0.251762658,0.18049241,806316,803782,C,Contig19-10109,W,2778,5312,1.004552094,0.054990878
orf19.1297,,Ca21chr4,57.06878498,224.0979004,3.912711011,9.675093444,0.998012821,0.995771639,807452,809647,W,Contig19-10109,C,1642,419,1.054700466,0.086344897
orf19.5037,,Ca21chr4,197.222909,131.2373137,0.666271383,0.484207934,0.20876064,0.141616824,810963,809695,C,Contig19-10217,C,2227,959,0.958427189,0.058084308
orf19.5038,,Ca21chr4,2543.655514,4169.482595,1.639169522,0.962462779,0.847405184,0.459376555,812074,816396,W,Contig19-10217,W,3338,7660,0.95890168,0.031984924
orf19.5039,,Ca21chr4,509.5331041,649.7502132,1.275187437,0.301938936,0.272995361,0.06609921,817412,816489,C,Contig19-10217,C,8745,7753,0.938995713,0.052787846
orf19.5040,,Ca21chr4,252.5648542,249.8146699,0.989110978,15.77682908,0.454714105,0.368084007,818048,819826,W,Contig19-10217,W,9312,11090,0.969815763,0.033374874
orf19.5041,,Ca21chr4,122.5664933,73.58732179,0.602826903,0.359809782,0.595251713,0.206413804,821011,819938,C,Contig19-10217,C,12275,11202,1.015793497,0.066723369
orf19.5042,,Ca21chr4,0,0,1,0,NA,NA,821859,821221,C,Contig19-10217,C,13123,12485,1.010503329,0.058940964
orf19.5043,,Ca21chr4,23.22851818,27.9413473,1,7.28392025,0.900369066,0.829291004,822239,823705,W,Contig19-10217,W,13503,14969,0.998443113,0.056414834
orf19.5045,,Ca21chr4,1008.115216,602.017802,0.597171626,0.480376712,0.943190197,0.858600448,826204,828471,W,Contig19-10217,W,17468,19734,1.000807103,0.06051365
orf19.5046,RAM1,Ca21chr4,136.9209695,101.9029897,0.744557709,0.332845439,0.837006908,0.228636914,830511,828754,C,Contig19-10217,C,21768,20017,1.021664834,0.043772249
orf19.1596,FGR28,Ca21chr4,74.68508048,133.6246448,1.783446285,1.143820304,0.664211783,0.022739112,832750,834546,W,Contig19-10121,C,4174,2330,0.986654593,0.041365493
orf19.1595,,Ca21chr4,86.57440727,41.47626903,1,24.74356071,0.565004055,0.573833545,835182,836888,W,Contig19-10121,C,1694,3,1.009097249,0.039653355
orf19.789,PYC2,Ca21chr4,1606.378406,1559.741525,0.970967686,0.184264928,0.992475835,0.931553584,841339,837806,C,Contig19-10076,W,4011,7394,1.033236284,0.075984837
orf19.787,,Ca21chr4,183.3912973,179.5032038,0.97879892,0.28573333,0.935680992,0.831392401,844921,844616,C,Contig19-10076,W,402,707,0.923595682,0.045945852
orf19.1207,,Ca21chr4,0,0,1,0,NA,NA,847295,847627,W,Contig19-1722,W,3220,3552,1.057048569,0.085981187
orf19.1208,,Ca21chr4,278.5193979,173.3442226,0.62193096,25.40829696,0.784836785,0.727194779,850833,849772,C,Contig19-1722,C,6758,5697,1.014584404,0.043857691
orf19.5312,,Ca21chr4,513.2065859,693.4784015,1.351151554,0.822754031,0.973772244,0.846735396,854134,855291,W,Contig19-10225,C,44566,43409,1.491280954,0.0996431
orf19.5311,,Ca21chr4,183.7204668,249.6284345,1.358740476,5.884529765,0.2878292,0.176470906,858597,861125,W,Contig19-10225,C,40103,37575,1.556432334,0.121670386
orf19.5308,,Ca21chr4,168.2424011,186.5951918,1.108869706,1.278406826,0.888180765,0.429971877,861810,861382,C,Contig19-10225,W,36890,37318,1.454812607,0.093809721
orf19.5307,JEN2,Ca21chr4,7417.338914,9602.624036,1.294618481,0.572099182,0.274597383,0.171752449,864845,866386,W,Contig19-10225,C,33855,32314,1.594033745,0.128252441
orf19.5306,,Ca21chr4,25.79407096,28.42115911,1,0.266905894,0.976517209,0.731889651,866890,867306,W,Contig19-10225,C,31828,31394,1.474524711,0.103138888
orf19.5305,RHD3,Ca21chr4,5199.611041,11930.11296,2.294424115,0.838531473,0.101437914,0.00053314,868407,867793,C,Contig19-10225,W,30293,30907,1.495479198,0.069905988
orf19.5304,,Ca21chr4,7.767079061,0,1,0.552572603,0.422649731,0.422649731,869238,869603,W,Contig19-10225,C,29462,29097,1.470934834,0.097814541
orf19.5303,PGA30,Ca21chr4,5.0384847,0,1,0.394743956,0.363217468,0.363217468,872010,871177,C,Contig19-10225,W,26690,27523,1.458771201,0.079116277
orf19.5302,PGA31,Ca21chr4,104.1704931,142.5758616,1.368677994,0.801036021,0.297907734,0.08093054,875200,874142,C,Contig19-10225,W,23500,24558,1.610809308,0.216594942
orf19.5300,,Ca21chr4,237.1161288,514.1034585,2.168150522,0.461629167,0.137628366,0.001222324,878564,876819,C,Contig19-10225,W,20136,21881,1.443762396,0.062258548
orf19.5299,ECM1,Ca21chr4,262.3198271,464.7732264,1.771780774,0.853370727,0.073437762,0.027629752,879516,878923,C,Contig19-10225,W,19184,19777,1.492347314,0.089161083
orf19.5297,,Ca21chr4,76.29915547,175.0460475,2.289206374,84.71272916,0.113759311,0.141075003,882641,880749,C,Contig19-10225,W,16059,17951,1.417850212,0.058721183
orf19.5296,,Ca21chr4,330.2534441,704.486853,2.133170344,0.408175463,0.037454367,0.022015925,882980,883642,W,Contig19-10225,C,15720,15058,1.502139208,0.081079634
orf19.5295,,Ca21chr4,697.6144649,1203.623388,1.725341788,0.794814029,0.293325603,0.009961181,884228,885319,W,Contig19-10225,C,14472,13381,1.448953314,0.066937176
orf19.5294,PDB1,Ca21chr4,5834.195837,8166.07458,1.399691544,0.429207459,0.273942509,0.037513109,886701,885562,C,Contig19-10225,W,11999,13138,1.475216895,0.146114428
orf19.5293,,Ca21chr4,1160.630568,2679.409371,2.308580737,0.6569003,0.005452313,0.00184931,888375,889898,W,Contig19-10225,C,10325,8802,1.336727531,0.159833959
orf19.5292,AXL2,Ca21chr4,144.2710023,150.8342849,1.045387869,0.878496523,0.96210833,0.747782413,893170,890369,C,Contig19-10225,W,5464,8331,1.401834482,0.060145877
orf19.5291,,Ca21chr4,238.9348612,475.9472499,1.991262543,0.755861289,0.805771076,0.212167635,896739,895777,C,Contig19-10225,W,1922,2923,1.451922337,0.122869667
orf19.5290,,Ca21chr4,2754.287022,3119.344181,1.132541437,0.680388843,0.85877178,0.648377891,898541,897198,C,Contig19-10225,W,159,1502,1.366271733,0.077424635
orf19.1430,,Ca21chr4,97.58661811,97.00616322,1,1.351510157,0.751712533,0.276430224,899744,897198,C,Contig19-10115,W,42961,43794,1.406795571,0.059576014
orf19.1429,SOH1,Ca21chr4,242.6438007,298.4062686,1.2296543,1.292724222,0.932903609,0.776821481,901810,901370,C,Contig19-10115,W,40895,41335,1.512305912,0.115853789
orf19.1428,,Ca21chr4,179.062756,188.1329475,1.050653702,0.392678998,0.993884617,0.99221183,902219,902734,W,Contig19-10115,C,40486,39971,1.46162319,0.044725274
orf19.1427,,Ca21chr4,518.1569653,426.537813,0.823182629,0.205933354,0.531940831,0.174576926,903172,904668,W,Contig19-10115,C,39533,38037,1.483617353,0.090081878
orf19.1426,,Ca21chr4,896.0158296,797.7412759,0.890320516,0.200366102,0.836606615,0.379919523,907123,904994,C,Contig19-10115,W,35582,37711,1.563433129,0.106210897
orf19.1424,,Ca21chr4,426.1394334,562.0354638,1.318900388,0.249364308,0.421686921,0.013165362,908945,910660,W,Contig19-10115,C,33760,32045,1.526156359,0.159203989
orf19.1422,FZO1,Ca21chr4,394.7997417,557.3091411,1.411624888,0.136060659,0.020151198,0.000318549,913422,910798,C,Contig19-10115,W,29283,31907,1.416735833,0.057980576
orf19.1421,,Ca21chr4,83.1437584,219.4329207,2.63919896,1.576753001,0.015914763,0.017983419,913834,914475,W,Contig19-10115,C,28871,28230,1.48686924,0.11771883
orf19.1420,,Ca21chr4,84.04084873,183.4690358,2.178772702,21.22307006,0.16662615,0.040225535,915330,914503,C,Contig19-10115,W,27375,28202,1.446397178,0.064088554
orf19.1418,SEC15,Ca21chr4,818.1642299,900.608799,1.100767751,0.527294532,0.743664989,0.289437184,915503,918181,W,Contig19-10115,C,25346,24522,1.429683352,0.069714674
orf19.1417,,Ca21chr4,72.25142376,314.9793459,4.359489813,3.442785646,0.044191136,0.060734257,918582,918247,C,Contig19-10115,W,24121,24456,1.39381302,0.145036335
orf19.1416,COX11,Ca21chr4,738.4912665,1202.98428,1.628975635,0.742869078,0.182956252,0.012493905,918818,919639,W,Contig19-10115,C,23885,23064,1.586189587,0.359230218
orf19.1415,FRE10,Ca21chr4,1659.612885,2054.84476,1.238147027,0.441882599,0.431435139,0.035659161,923142,925262,W,Contig19-10115,C,19561,17441,1.513255262,0.103971733
orf19.1414,,Ca21chr4,4198.26019,6412.433305,1.527402546,0.765606811,0.234976995,0.017922818,926702,925797,C,Contig19-10115,W,15994,16770,1.579618049,0.146982063
orf19.1413,YFH1,Ca21chr4,881.9443361,1435.850831,1.628051536,0.870506701,0.23280554,0.045246748,927958,927425,C,Contig19-10115,W,14738,15271,1.434463353,0.085938125
orf19.1412,,Ca21chr4,247.7508123,576.4657508,2.326796612,0.555090195,0.006257058,0.026397795,928190,928822,W,Contig19-10115,C,14506,13874,1.544072764,0.083624192
orf19.1411,,Ca21chr4,64.50796636,91.83664059,1,0.49700073,0.557447144,0.275905553,929121,930923,W,Contig19-10115,C,13575,11773,1.517419518,0.149036099
orf19.1409,VAC7,Ca21chr4,560.7399394,851.2735817,1.517674373,45.08047811,0.43685332,0.246514598,933438,931099,C,Contig19-10115,W,9258,11597,1.491108684,0.062559534
orf19.3846,LYS4,Ca21chr4,393.9710398,817.7658894,2.075700513,0.829482464,0.023740373,0.005379185,946259,944205,C,Contig19-10192,W,143960,146014,1.468716103,0.123367993
orf19.3845,FGR3,Ca21chr4,331.3129051,611.5489233,1.845834901,0.897240491,0.033895717,0.018754616,947694,949217,W,Contig19-10192,C,142525,141002,1.463126252,0.071609081
orf19.3844,MRP8,Ca21chr4,656.7746115,1357.798011,2.067372867,0.476663168,0.000437369,0.00078419,949500,950117,W,Contig19-10192,C,140719,140102,1.441521738,0.126715736
orf19.3843,,Ca21chr4,1641.004189,2110.135249,1.285880477,0.555080908,0.63162323,0.056958568,950420,951226,W,Contig19-10192,C,139799,138993,1.36841635,0.184704812
orf19.3841,,Ca21chr4,255.2327654,354.7799295,1.390025019,0.261180381,0.009202647,0.006538704,953871,951367,C,Contig19-10192,W,136348,138852,1.466622507,0.15373345
orf19.3840,,Ca21chr4,929.7339801,1205.488145,1.296594693,0.503029449,0.448210438,0.154507821,959014,954788,C,Contig19-10192,W,131205,135431,1.521603629,0.163683382
orf19.3839,SAP10,Ca21chr4,1147.12495,1410.186914,1.229322851,0.641606632,0.347725726,0.124212832,961014,962375,W,Contig19-10192,C,129205,127844,1.566889573,0.271279648
orf19.3838,EFB1,Ca21chr4,32161.17678,30199.93901,0.93901847,0.350624417,0.945090809,0.92414549,963769,962763,C,Contig19-10192,W,126450,127456,1.394510329,0.07194821
orf19.3836,,Ca21chr4,1136.449298,1236.793091,1.088295882,0.278143832,0.783685317,0.558492806,964922,964170,C,Contig19-10192,W,125297,126049,1.484409242,0.109045418
orf19.3833,,Ca21chr4,1770.818964,1909.10371,1.078090843,0.357858826,0.584827714,0.594526772,965204,969403,W,Contig19-10192,C,125015,120815,1.499271964,0.118553598
orf19.3831,,Ca21chr4,2679.591118,3400.537989,1.269051075,0.431613649,0.42912242,0.060003006,969601,970431,W,Contig19-10192,C,120617,119787,1.392979391,0.144628535
orf19.3829,PHR1,Ca21chr4,262.7004949,418.7811487,1.594139169,2.682144567,0.11636561,0.133830617,972261,970615,C,Contig19-10192,W,117957,119603,1.472034612,0.133742879
orf19.3828,,Ca21chr4,197.8655139,237.7608007,1.201628298,0.302100588,0.514176014,0.217162781,973609,973277,C,Contig19-10192,W,116609,116941,1.520080943,0.171466024
orf19.3827,,Ca21chr4,863.550837,1451.175516,1.680474911,0.63649341,0.326050708,0.008151662,975579,974569,C,Contig19-10192,W,114639,115649,1.475936806,0.099765668
orf19.3826,,Ca21chr4,2780.161119,3002.737108,1.080058665,0.550631439,0.780736654,0.632679418,977449,976601,C,Contig19-10192,W,112769,113617,1.585858322,0.185247731
orf19.3825,RCE1,Ca21chr4,235.546782,477.9326743,2.02903504,5.662370387,0.08847879,0.047290926,979399,980244,W,Contig19-10192,C,110819,109974,1.584214971,0.130798075
orf19.3823,ZDS1,Ca21chr4,839.4457183,884.3191793,1.05345606,0.306187372,0.943755511,0.849090025,982303,987240,W,Contig19-10192,C,107915,102978,1.551455398,0.175019015
orf19.3822,SCS7,Ca21chr4,6288.49095,12301.49893,1.956192515,0.581298741,0.102786821,0.001544403,987869,989005,W,Contig19-10192,C,102349,101213,1.448445474,0.095804343
orf19.3821,,Ca21chr4,771.1318211,1239.722501,1.607666117,0.532713256,0.002501365,0.0154773,990508,989321,C,Contig19-10192,W,99710,100897,1.499986478,0.126526905
